                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.6362,                 2.1012,                 1.5531,                0.67301,                0.52618,                0.58291,                0.28383,                 1.6043,                 15.704,                 1.6252,             0.00066377,             0.00066377,             0.00066377
                      1,                 1.5751,                 1.5579,                 1.4901,                0.70902,                0.57727,                0.65077,                 0.3157,                 1.6119,                 8.0449,                 1.5983,             0.00089139,             0.00089139,             0.00089139
